"X","Sample.ID","d13C16","d13C18","D13C","sitecode","sitename","lat","long","country","group","group_order","bin","grouping","grouping_order","culture","vessel","aquatic_res","source"
1,"EC-4374",-26.1,-30.2,-4.1,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"EC-5094",-26.8,-31.8,-5,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"EC-9664",-26.8,-28.9,-2.1,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"ECS 08",-26,-30.2,-4.2,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"ECS 16",-27.3,-31.2,-3.9,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"ESC 17",-28,-25.7,2.3,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"ESC 19",-28.1,-31,-2.9,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"ESC 21",-27.4,-31.9,-4.5,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"ESC 26",-27.5,-30,-2.5,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"ESC 28",-27.6,-30.9,-3.3,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"ESC 32",-26.9,-31,-4.1,"ECSE","Ecsegfalva 23",44.02217094,20.83225248,"Hungary","Hungary","m","g","Balkans","a","","","b","Craig et al. 2005; Ethier et al. 2017"
1,"RG207",-26.9,-30.3,-3.4,"RUTO","Rutonjina Greda",45.188,20.513,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"RG215",-26.8,-31.4,-4.6,"RUTO","Rutonjina Greda",45.188,20.513,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"RG216",-29.9,-32.6,-2.7,"RUTO","Rutonjina Greda",45.188,20.513,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST100",-28.9,-31.5,-2.6,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST109",-27.8,-32,-4.2,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST118",-27.2,-33,-5.8,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST120",-27,-28.1,-1.1,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST121",-27.1,-28.5,-1.4,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST29",-28,-30.9,-2.9,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST35",-28,-28.2,-0.2,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST41",-26.5,-31.8,-5.3,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST42",-27.8,-31.7,-3.9,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST43",-27,-30.7,-3.7,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST44",-27.7,-32.8,-5.1,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST54",-27.6,-31.3,-3.7,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST55",-25.9,-31.2,-5.3,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST56",-25.8,-26.6,-0.8,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST57",-28.7,-31.3,-2.6,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST60",-27.5,-29.5,-2,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST70",-28.6,-33.2,-4.6,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST75",-26.5,-31.7,-5.2,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST76",-28,-32.7,-4.7,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST77",-27.1,-29.4,-2.3,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST78",-28.4,-31.5,-3.1,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST82",-26.3,-31.3,-5,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST83",-27.5,-31.6,-4.1,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST86",-27.6,-33.3,-5.7,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST87",-32.6,-33,-0.4,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST88",-27.5,-30.7,-3.2,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST98",-29.9,-31.5,-1.6,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ST99",-27.8,-30.8,-3,"STAR","Starčevo Grad",44.82180505,20.72986071,"Serbia","Serbia","n","g","Balkans","a","","","b","stoj2020a"
1,"ALS 10",-26.1,-32.2,-6.1,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 11",-27.9,-31.8,-3.9,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 12",-27.7,-31.9,-4.2,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 18",-28.9,-33.4,-4.5,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 22",-28.5,-30.5,-2,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 23",-28.1,-33.1,-5,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 24",-28.7,-33.4,-4.7,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 25",-27.9,-30.1,-2.2,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 30",-28.5,-32.1,-3.6,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 31",-27.3,-30,-2.7,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 34",-27.8,-32.7,-4.9,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 36",-27.3,-29,-1.7,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"ALS 38",-28.3,-30.9,-2.6,"ALSO","Alsonyek",46.20266879,18.73473947,"Hungary","Transdanubia","h","g1","Balkans","a","","","b","Ethier et al. 2017; Osztas2013a"
1,"MM132",-27.9,-32.7,-4.8,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM133",-26.4,-30.5,-4.1,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM134",-26.6,-32.5,-5.9,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM140",-27.5,-32.3,-4.8,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM142",-26.1,-31.3,-5.2,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM145",-28,-30.7,-2.7,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM160",-26.9,-32.4,-5.5,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM165",-25.8,-28.1,-2.3,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM179",-28.1,-30.7,-2.6,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM182",-25.4,-29.9,-4.5,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM185",-24.7,-25,-0.3,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM188",-27.3,-33.7,-6.4,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM198",-28.7,-30.8,-2.1,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"MM199",-27.7,-32.7,-5,"MAGA","Magareći Mlin",45.30756586,18.34508813,"Serbia","Sava Valley","","g1","Balkans","a","","","b","stoj2020a"
1,"TIH007",-27.09589515,-29.59132268,-2.49542753,"TIH","Tihany-Apáti",46.90961455,17.8797852,"Hungary","Transdanubia","h","g1","Balkans","a","Starcevo","","b","SUSTAIN"
